Model,Params,Threads,Recall,RR@10,IndexSec,LoadSec,ConvertSec,SearchSecMedian,SearchSecRuns,AmortizedUsPerQuery,QPS,LatencyUsSingleThread,PeakRSSGB,IndexBytes,NumQueries,K,ResultsOrdered,Host,JobID
PyANNS,graph=nq_splade_R32_L400 ef=80 budget=1.0,64,0.0,0.0,688.3336675350438,1.8891333030187525,0.0,0.005714860977604985,0.006747;0.006367;0.005715;0.005605;0.005484,1.655521720047794,604039.1907217808,,13.010231018066406,365348940,3452,10,True,nid006791,57786390
PyANNS,graph=nq_splade_R32_L800 ef=80 budget=1.0,64,8.69061413673233e-05,0.0008690614136732329,1137.7928633789998,1.8454666309989989,0.0,0.005725800001528114,0.006838;0.006380;0.005726;0.005639;0.005465,1.6586906145794074,602885.1861886064,,13.022201538085938,365349068,3452,10,True,nid006822,57786392
PyANNS,graph=nq_splade_R32_L800 ef=80 budget=0.9,64,0.011819235225955968,0.025202780996523753,1137.7928633789998,1.8454666309989989,0.0,0.007505617046263069,0.007824;0.007506;0.007473;0.007549;0.007320,2.1742807202384324,459922.2127538065,,13.022201538085938,365349068,3452,10,True,nid006822,57786392
PyANNS,graph=nq_splade_R32_L400 ef=80 budget=0.9,64,0.013644264194669757,0.026361529548088066,688.3336675350438,1.8891333030187525,0.0,0.007619699987117201,0.008019;0.007690;0.007550;0.007620;0.007527,2.207329080856663,453036.2095405822,,13.010231018066406,365348940,3452,10,True,nid006791,57786390
PyANNS,R=32 L=200 ef=80 budget=0.9,64,0.013847045191193511,0.027230590961761298,413.6100737110246,1.833733683975879,0.0,0.0076520859729498625,0.007955;0.007558;0.007705;0.007652;0.007527,2.2167108844003076,451118.82069841167,,13.023536682128906,365349580,3452,10,True,nid005184,57785338
PyANNS,graph=nq_splade ef=80 budget=0.9,64,0.01590382387022016,0.030417149478563152,2.5963155979989097,1.900672035990283,0.0,0.008038678031880409,0.008435;0.008039;0.007980;0.007855;0.008064,2.3287016314833164,429423.8413716525,,9.566394805908203,365348876,3452,10,True,nid006587,57786388
PyANNS,graph=nq_splade_R32_L800 ef=150 budget=0.9,64,0.019669756662804173,0.035052143684820396,1137.7928633789998,1.8454666309989989,0.0,0.012571835017297417,0.013053;0.012666;0.012572;0.012417;0.012389,3.6418989041997154,274582.03160083154,,13.022201538085938,365349068,3452,10,True,nid006822,57786392
PyANNS,graph=nq_splade_R32_L400 ef=150 budget=0.9,64,0.01998841251448436,0.033314020857473925,688.3336675350438,1.8891333030187525,0.0,0.012625893985386938,0.012913;0.012613;0.012677;0.012329;0.012626,3.6575590919429137,273406.3824704456,,13.012184143066406,365348940,3452,10,True,nid006791,57786390
PyANNS,R=32 L=200 ef=150 budget=0.9,64,0.02007531865585168,0.033314020857473925,413.6100737110246,1.833733683975879,0.0,0.012687291018664837,0.012964;0.012739;0.012658;0.012687;0.012499,3.6753450227881914,272083.299336447,,13.023536682128906,365349580,3452,10,True,nid005184,57785338
PyANNS,graph=nq_splade ef=150 budget=0.9,64,0.0220162224797219,0.03707995365005794,2.5963155979989097,1.900672035990283,0.0,0.013356601994019002,0.013828;0.013618;0.013357;0.013204;0.013306,3.8692358035976255,258448.9678996037,,9.566394805908203,365348876,3452,10,True,nid006587,57786388
PyANNS,R=32 L=200 ef=80 budget=0.8,64,0.051100811123986095,0.10921205098493626,413.6100737110246,1.833733683975879,0.0,0.01349853299325332,0.014646;0.013767;0.013499;0.013193;0.012985,3.910351388543836,255731.49332044736,,13.023536682128906,365349580,3452,10,True,nid005184,57785338
PyANNS,graph=nq_splade ef=80 budget=0.8,64,0.061964078794901505,0.126882966396292,2.5963155979989097,1.900672035990283,0.0,0.016089648997876793,0.016682;0.016090;0.016154;0.016071;0.016062,4.660964367866974,214547.87487629653,,9.566394805908203,365348876,3452,10,True,nid006587,57786388
PyANNS,R=32 L=200 ef=150 budget=0.8,64,0.07960602549246813,0.1436848203939745,413.6100737110246,1.833733683975879,0.0,0.024082695017568767,0.024092;0.024108;0.024083;0.023977;0.023850,6.976446992343212,143339.4392729594,,13.023536682128906,365349580,3452,10,True,nid005184,57785338
PyANNS,graph=nq_splade_R32_L400 ef=150 budget=0.8,64,0.08067786790266512,0.1451332560834299,688.3336675350438,1.8891333030187525,0.0,0.025805407960433513,0.024647;0.025736;0.026251;0.025805;0.025896,7.475494774169616,133770.40988047255,,13.012184143066406,365348940,3452,10,True,nid006791,57786390
PyANNS,graph=nq_splade ef=150 budget=0.8,64,0.08928157589803012,0.1581691772885284,2.5963155979989097,1.900672035990283,0.0,0.025897583982441574,0.026357;0.026415;0.025898;0.025889;0.025669,7.502196982167315,133294.28731036987,,9.566394805908203,365348876,3452,10,True,nid006587,57786388
PyANNS,R=32 L=200 ef=300 budget=0.8,64,0.11129779837775203,0.1694669756662804,413.6100737110246,1.833733683975879,0.0,0.04563571000471711,0.045636;0.045869;0.046043;0.045285;0.045150,13.220078216893716,75642.51766091041,,13.023536682128906,365349580,3452,10,True,nid005184,57785338
PyANNS,graph=nq_splade ef=300 budget=0.8,64,0.12291425260718424,0.18366164542294322,2.5963155979989097,1.900672035990283,0.0,0.052838918985798955,0.053429;0.052880;0.052453;0.052839;0.051538,15.306755210254622,65330.632538636215,,9.568347930908203,365348876,3452,10,True,nid006587,57786388
PyANNS,R=32 L=200 ef=80 budget=0.5,64,0.6081691772885284,0.7720162224797219,413.6100737110246,1.833733683975879,0.0,0.08365268399938941,0.083246;0.083286;0.083763;0.083653;0.084889,24.233106604689866,41265.86063903457,,13.023536682128906,365349580,3452,10,True,nid005184,57785338
PyANNS,graph=nq_splade_R32_L400 ef=80 budget=0.5,64,0.6449304750869062,0.805909617612978,688.3336675350438,1.8891333030187525,0.0,0.08796119003091007,0.087269;0.088255;0.087752;0.087961;0.088321,25.481225385547532,39244.58046539556,,13.010231018066406,365348940,3452,10,True,nid006791,57786390
PyANNS,graph=nq_splade ef=80 budget=0.5,64,0.6554171494785631,0.8180764774044033,2.5963155979989097,1.900672035990283,0.0,0.09052858798531815,0.090085;0.092346;0.090529;0.090312;0.092955,26.22496755078741,38131.60104253302,,9.566394805908203,365348876,3452,10,True,nid006587,57786388
PyANNS,R=32 L=200 ef=80 budget=0.3,64,0.8212920046349942,0.9212050984936269,413.6100737110246,1.833733683975879,0.0,0.09099222801160067,0.090992;0.091979;0.088436;0.093088;0.090789,26.35927810301294,37937.306025300335,,13.023536682128906,365349580,3452,10,True,nid005184,57785338
PyANNS,R=32 L=200 ef=80 budget=0.15,64,0.8692352259559676,0.9614716106604867,413.6100737110246,1.833733683975879,0.0,0.0917326930211857,0.089011;0.091733;0.093810;0.093441;0.090363,26.573781292348116,37631.076623933404,,13.023536682128906,365349580,3452,10,True,nid005184,57785338
PyANNS,R=32 L=200 ef=80 budget=0.03,64,0.8821842410196987,0.9733487833140209,413.6100737110246,1.833733683975879,0.0,0.09287512302398682,0.092537;0.092401;0.092875;0.093431;0.094833,26.904728570100467,37168.187643837126,,13.023536682128906,365349580,3452,10,True,nid005184,57785338
PyANNS,R=32 L=200 ef=80 budget=0.02,64,0.8824159907300115,0.973928157589803,413.6100737110246,1.833733683975879,0.0,0.09508161299163476,0.094530;0.094731;0.095233;0.095082;0.095162,27.543920333613777,36305.652495648195,,13.023536682128906,365349580,3452,10,True,nid005184,57785338
PyANNS,graph=nq_splade ef=80 budget=0.2,64,0.899188876013905,0.9707415990730012,2.5963155979989097,1.900672035990283,0.0,0.09549700503703207,0.096830;0.095497;0.097880;0.093856;0.095080,27.66425406634764,36147.7304828709,,9.566394805908203,365348876,3452,10,True,nid006587,57786388
PyANNS,graph=nq_splade ef=80 budget=0.05,64,0.9162804171494786,0.9826187717265353,2.5963155979989097,1.900672035990283,0.0,0.09679947997210547,0.096229;0.096759;0.096820;0.096799;0.099008,28.041564302463925,35661.34860429784,,9.566394805908203,365348876,3452,10,True,nid006587,57786388
PyANNS,graph=nq_splade ef=80 budget=0.03,64,0.91720741599073,0.9837775202780996,2.5963155979989097,1.900672035990283,0.0,0.10124762001214549,0.100539;0.101476;0.101009;0.101765;0.101248,29.330133259601823,34094.62859063654,,9.566394805908203,365348876,3452,10,True,nid006587,57786388
PyANNS,graph=nq_splade ef=80 budget=0.02,64,0.917468134414832,0.9834878331402086,2.5963155979989097,1.900672035990283,0.0,0.10337784799048677,0.103587;0.103349;0.103378;0.103327;0.103648,29.947232905703004,33392.06674448927,,9.566394805908203,365348876,3452,10,True,nid006587,57786388
PyANNS,R=32 L=200 ef=150 budget=0.1,64,0.9189165701042874,0.9872537659327926,413.6100737110246,1.833733683975879,0.0,0.13184176903450862,0.128744;0.130574;0.131884;0.132621;0.131842,38.19286472610331,26182.901103947297,,13.023536682128906,365349580,3452,10,True,nid005184,57785338
PyANNS,graph=nq_splade_R32_L400 ef=150 budget=0.2,64,0.9286210892236385,0.9846465816917729,688.3336675350438,1.8891333030187525,0.0,0.13522587600164115,0.134799;0.135391;0.135640;0.133407;0.135226,39.173196987729185,25527.65862620927,,13.012184143066406,365348940,3452,10,True,nid006791,57786390
PyANNS,graph=nq_splade_R32_L400 ef=150 budget=0.15,64,0.9342410196987254,0.9889918887601391,688.3336675350438,1.8891333030187525,0.0,0.13534998596878722,0.134770;0.134147;0.135813;0.136199;0.135350,39.20915004889549,25504.25088921737,,13.012184143066406,365348940,3452,10,True,nid006791,57786390
PyANNS,graph=nq_splade_R32_L400 ef=150 budget=0.1,64,0.9374275782155272,0.9910196987253765,688.3336675350438,1.8891333030187525,0.0,0.13767471100436524,0.136236;0.137675;0.139152;0.137480;0.139300,39.88259299083581,25073.595396111257,,13.012184143066406,365348940,3452,10,True,nid006791,57786390
PyANNS,graph=nq_splade ef=150 budget=0.2,64,0.9391367323290846,0.9881228273464658,2.5963155979989097,1.900672035990283,0.0,0.1422000279999338,0.140476;0.143019;0.142200;0.141872;0.143149,41.19351911933193,24275.663293129637,,9.566394805908203,365348876,3452,10,True,nid006587,57786388
PyANNS,graph=nq_splade ef=150 budget=0.1,64,0.9466685979142526,0.9930475086906141,2.5963155979989097,1.900672035990283,0.0,0.14312093198532239,0.142571;0.142812;0.143121;0.144308;0.144639,41.46029315913162,24119.462835485283,,9.566394805908203,365348876,3452,10,True,nid006587,57786388
PyANNS,graph=nq_splade_R32_L800 ef=150 budget=0.07,64,0.9469872537659328,0.9927578215527231,1137.7928633789998,1.8454666309989989,0.0,0.15026690595550463,0.149323;0.148029;0.150267;0.153005;0.152489,43.53038990599786,22972.45676318223,,13.022201538085938,365349068,3452,10,True,nid006822,57786392
PyANNS,graph=nq_splade ef=150 budget=0.07,64,0.9486674391657011,0.9947856315179606,2.5963155979989097,1.900672035990283,0.0,0.15236969501711428,0.153403;0.152370;0.152310;0.152360;0.152755,44.139540850844234,22655.42370228062,,9.566394805908203,365348876,3452,10,True,nid006587,57786388
PyANNS,graph=nq_splade ef=150 budget=0.01,64,0.9486964078794902,0.9942062572421785,2.5963155979989097,1.900672035990283,0.0,0.16999791597481817,0.169404;0.169814;0.170424;0.170194;0.169998,49.24620972619298,20306.131285229083,,9.566394805908203,365348876,3452,10,True,nid006587,57786388
PyANNS,graph=nq_splade_R32_L400 ef=300 budget=0.2,64,0.9556199304750869,0.9959443800695249,688.3336675350438,1.8891333030187525,0.0,0.23084322997601703,0.226673;0.233740;0.231116;0.229905;0.230843,66.8723145932842,14953.87150993615,,13.014137268066406,365348940,3452,10,True,nid006791,57786390
PyANNS,graph=nq_splade_R32_L400 ef=300 budget=0.15,64,0.9589223638470452,0.9968134414831982,688.3336675350438,1.8891333030187525,0.0,0.23391396703664213,0.233118;0.233574;0.233914;0.234713;0.239322,67.76186762359274,14757.562550590455,,13.014137268066406,365348940,3452,10,True,nid006791,57786390
PyANNS,graph=nq_splade_R32_L400 ef=300 budget=0.1,64,0.9590672074159907,0.996234067207416,688.3336675350438,1.8891333030187525,0.0,0.24140744103351608,0.242027;0.241080;0.241310;0.241407;0.242139,69.93263065860836,14299.476375795466,,13.014137268066406,365348940,3452,10,True,nid006791,57786390
PyANNS,graph=nq_splade ef=300 budget=0.15,64,0.9670625724217845,0.9979721900347625,2.5963155979989097,1.900672035990283,0.0,0.2436309929471463,0.243238;0.244330;0.242639;0.244458;0.243631,70.57676504842013,14168.969055381564,,9.568347930908203,365348876,3452,10,True,nid006587,57786388
PyANNS,graph=nq_splade ef=300 budget=0.1,64,0.9679606025492468,0.9982618771726536,2.5963155979989097,1.900672035990283,0.0,0.2536227650125511,0.253280;0.253985;0.252667;0.253812;0.253623,73.47125290050727,13610.765578670234,,9.568347930908203,365348876,3452,10,True,nid006587,57786388
PyANNS,graph=nq_splade_R32_L800 ef=300 budget=0.03,64,0.9682213209733488,0.9982618771726536,1137.7928633789998,1.8454666309989989,0.0,0.29934961098479107,0.299461;0.299100;0.299350;0.300417;0.298729,86.71773203499161,11531.66689825892,,13.022201538085938,365349068,3452,10,True,nid006822,57786392
PyANNS,graph=nq_splade_R32_L400 ef=600 budget=0.2,64,0.9726825028968714,0.9991309385863267,688.3336675350438,1.8891333030187525,0.0,0.4595942670130171,0.459594;0.462142;0.468505;0.456810;0.458594,133.13854780214862,7510.972716076611,,13.021919250488281,365348940,3452,10,True,nid006791,57786390
PyANNS,graph=nq_splade_R32_L400 ef=600 budget=0.15,64,0.9736095017381228,0.9988412514484357,688.3336675350438,1.8891333030187525,0.0,0.47063393000280485,0.461197;0.472261;0.470634;0.469974;0.474791,136.33659617694232,7334.787782894079,,13.021919250488281,365348940,3452,10,True,nid006791,57786390
PyANNS,graph=nq_splade_R32_L400 ef=600 budget=0.1,64,0.9740150637311703,0.9991309385863267,688.3336675350438,1.8891333030187525,0.0,0.47870633500861004,0.476386;0.478706;0.481143;0.483602;0.477151,138.67506807897163,7211.101561749569,,13.021919250488281,365348940,3452,10,True,nid006791,57786390
PyANNS,graph=nq_splade ef=600 budget=0.2,64,0.9778679026651217,1.0,2.5963155979989097,1.900672035990283,0.0,0.48191734199645,0.495726;0.478206;0.479614;0.481917;0.482127,139.60525550302722,7163.054115669132,,9.572582244873047,365348876,3452,10,True,nid006587,57786388
PyANNS,graph=nq_splade ef=600 budget=0.15,64,0.9797798377752028,1.0,2.5963155979989097,1.900672035990283,0.0,0.4861653160187416,0.482499;0.486970;0.486336;0.480502;0.486165,140.83583893938052,7100.465389569103,,9.572582244873047,365348876,3452,10,True,nid006587,57786388
PyANNS,graph=nq_splade ef=600 budget=0.1,64,0.9800695249130938,1.0,2.5963155979989097,1.900672035990283,0.0,0.49862829002086073,0.499040;0.499335;0.497326;0.498628;0.488180,144.44620220766532,6922.99267627912,,9.572582244873047,365348876,3452,10,True,nid006587,57786388
PyANNS,graph=nq_splade ef=600 budget=0.07,64,0.9801853997682503,1.0,2.5963155979989097,1.900672035990283,0.0,0.5098053829860874,0.508879;0.515605;0.509907;0.504843;0.509805,147.68406227870435,6771.211358696472,,9.572582244873047,365348876,3452,10,True,nid006587,57786388
PyANNS,graph=nq_splade_R32_L400 ef=1200 budget=0.2,64,0.9822132097334878,1.0,688.3336675350438,1.8891333030187525,0.0,0.8917908209841698,0.892863;0.881916;0.887657;0.892195;0.891791,258.3403305284385,3870.8628960661576,,13.029731750488281,365348940,3452,10,True,nid006791,57786390
PyANNS,graph=nq_splade_R32_L400 ef=1200 budget=0.15,64,0.9827925840092699,1.0,688.3336675350438,1.8891333030187525,0.0,0.8969842490041628,0.893708;0.896984;0.893654;0.909923;0.913023,259.8447998273936,3848.451077967568,,13.029731750488281,365348940,3452,10,True,nid006791,57786390
PyANNS,graph=nq_splade_R32_L400 ef=1200 budget=0.07,64,0.9828505214368483,1.0,688.3336675350438,1.8891333030187525,0.0,0.9226429580012336,0.928216;0.914058;0.923663;0.921750;0.922643,267.27779779873515,3741.4256187228,,13.029731750488281,365348940,3452,10,True,nid006791,57786390
PyANNS,graph=nq_splade ef=1200 budget=0.3,64,0.9834878331402086,1.0,2.5963155979989097,1.900672035990283,0.0,0.923581640003249,0.919751;0.921587;0.926763;0.935378;0.923582,267.5497219012888,3737.6230215965056,,9.580394744873047,365348876,3452,10,True,nid006587,57786388
PyANNS,graph=nq_splade ef=1200 budget=0.2,64,0.9860370799536501,1.0,2.5963155979989097,1.900672035990283,0.0,0.9358378379838541,0.942373;0.926583;0.935838;0.935333;0.944450,271.1001848157167,3688.6732507385077,,9.580394744873047,365348876,3452,10,True,nid006587,57786388
PyANNS,graph=nq_splade ef=1200 budget=0.15,64,0.9863557358053302,1.0,2.5963155979989097,1.900672035990283,0.0,0.9436242919764481,0.964607;0.937526;0.945421;0.943303;0.943624,273.3558203871518,3658.2356233853275,,9.580394744873047,365348876,3452,10,True,nid006587,57786388
PyANNS,graph=nq_splade ef=1200 budget=0.07,64,0.9865874855156431,1.0,2.5963155979989097,1.900672035990283,0.0,0.9675489789806306,0.971254;0.965118;0.965548;0.967549;0.970658,280.2864944903333,3567.778040174135,,9.580394744873047,365348876,3452,10,True,nid006587,57786388
PyANNS,graph=nq_splade ef=1200 budget=0.05,64,0.9868771726535341,1.0,2.5963155979989097,1.900672035990283,0.0,0.9843780110240914,0.989935;0.982459;0.984378;0.978895;0.985487,285.1616486164807,3506.7829241824834,,9.580394744873047,365348876,3452,10,True,nid006587,57786388
PyANNS,graph=nq_splade_R32_L800 ef=1200 budget=0.05,64,0.9870509849362689,1.0,1137.7928633789998,1.8454666309989989,0.0,1.0438508960069157,1.043851;1.060997;1.037429;1.039132;1.050992,302.39017844928037,3306.9857133859564,,13.037994384765625,365349068,3452,10,True,nid006822,57786392
PyANNS,graph=nq_splade_R32_L400 ef=2400 budget=0.3,64,0.9874855156431055,1.0,688.3336675350438,1.8891333030187525,0.0,1.7747034539934248,1.774703;1.785159;1.776778;1.754882;1.762572,514.1087641927651,1945.1136989857853,,13.059772491455078,365348940,3452,10,True,nid006791,57786390
PyANNS,graph=nq_splade_R32_L400 ef=2400 budget=0.2,64,0.9880938586326767,1.0,688.3336675350438,1.8891333030187525,0.0,1.7839790130383335,1.783979;1.781285;1.795202;1.775724;1.788076,516.7957743448243,1935.0003418038107,,13.059772491455078,365348940,3452,10,True,nid006791,57786390
PyANNS,graph=nq_splade_R32_L400 ef=2400 budget=0.15,64,0.9886152954808807,1.0,688.3336675350438,1.8891333030187525,0.0,1.7974244340439327,1.799432;1.810059;1.792524;1.797424;1.796090,520.690739873677,1920.5258004830405,,13.059772491455078,365348940,3452,10,True,nid006791,57786390
PyANNS,graph=nq_splade_R32_L400 ef=2400 budget=0.1,64,0.988702201622248,1.0,688.3336675350438,1.8891333030187525,0.0,1.8069692489807494,1.825251;1.800750;1.802049;1.815238;1.806969,523.4557499944234,1910.3811544923396,,13.059772491455078,365348940,3452,10,True,nid006791,57786390
PyANNS,graph=nq_splade_R32_L400 ef=2400 budget=0.07,64,0.9888470451911935,1.0,688.3336675350438,1.8891333030187525,0.0,1.8322058549965732,1.835141;1.810523;1.832206;1.837809;1.817052,530.7664701612321,1884.067770325107,,13.059772491455078,365348940,3452,10,True,nid006791,57786390
PyANNS,graph=nq_splade_R32_L400 ef=2400 budget=0.05,64,0.9889049826187717,1.0,688.3336675350438,1.8891333030187525,0.0,1.8354884429718368,1.835488;1.849687;1.818766;1.839146;1.821025,531.7173936766618,1880.6983030690576,,13.059772491455078,365348940,3452,10,True,nid006791,57786390
PyANNS,graph=nq_splade_R32_L400 ef=2400 budget=0.03,64,0.9889629200463499,1.0,688.3336675350438,1.8891333030187525,0.0,1.84464902599575,1.832287;1.844649;1.863820;1.846467;1.839249,534.3710967542728,1871.3586982415773,,13.059772491455078,365348940,3452,10,True,nid006791,57786390
PyANNS,graph=nq_splade ef=2400 budget=0.3,64,0.989774044032445,1.0,2.5963155979989097,1.900672035990283,0.0,1.8599234719877131,1.861698;1.859923;1.862904;1.849392;1.850890,538.7959072965566,1855.9903415331512,,9.609764099121094,365348876,3452,10,True,nid006587,57786388
PyANNS,graph=nq_splade ef=2400 budget=0.2,64,0.9905561993047509,1.0,2.5963155979989097,1.900672035990283,0.0,1.8768728810246103,1.880329;1.883650;1.859983;1.876873;1.865176,543.7059330894004,1839.2295157014078,,9.609764099121094,365348876,3452,10,True,nid006587,57786388
PyANNS,graph=nq_splade ef=2400 budget=0.15,64,0.9909907300115874,1.0,2.5963155979989097,1.900672035990283,0.0,1.8896982550504617,1.896442;1.868642;1.892328;1.889698;1.885468,547.4212789833318,1826.7466727950273,,9.609764099121094,365348876,3452,10,True,nid006587,57786388
PyANNS,graph=nq_splade ef=2400 budget=0.1,64,0.9911645422943222,1.0,2.5963155979989097,1.900672035990283,0.0,1.9072123260120861,1.903865;1.919704;1.908455;1.898189;1.907212,552.4948800730261,1809.9715238407728,,9.609764099121094,365348876,3452,10,True,nid006587,57786388
PyANNS,graph=nq_splade ef=2400 budget=0.07,64,0.9912804171494786,1.0,2.5963155979989097,1.900672035990283,0.0,1.9090599520131946,1.928433;1.894917;1.909060;1.916053;1.908316,553.0301135611803,1808.2197975813708,,9.609764099121094,365348876,3452,10,True,nid006587,57786388
PyANNS,graph=nq_splade ef=2400 budget=0.05,64,0.991396292004635,1.0,2.5963155979989097,1.900672035990283,0.0,1.9312392909778282,1.931239;1.914338;1.913967;1.933465;1.939492,559.4551827861611,1787.453277347199,,9.609764099121094,365348876,3452,10,True,nid006587,57786388
PyANNS,graph=nq_splade ef=2400 budget=0.03,64,0.9914252607184241,1.0,2.5963155979989097,1.900672035990283,0.0,1.9484839060460217,1.949572;1.948484;1.942508;1.937506;1.951193,564.4507259692994,1771.6338273509282,,9.609764099121094,365348876,3452,10,True,nid006587,57786388
PyANNS,graph=nq_splade ef=2400 budget=0.01,64,0.9914831981460023,1.0,2.5963155979989097,1.900672035990283,0.0,2.051068461034447,2.047962;2.056345;2.049950;2.053004;2.051068,594.1681520957262,1683.0252454172103,,9.609764099121094,365348876,3452,10,True,nid006587,57786388
PyANNS,graph=nq_splade_R32_L800 ef=2400 budget=0.02,64,0.9915121668597914,1.0,1137.7928633789998,1.8454666309989989,0.0,2.114396783988923,2.120914;2.114397;2.114089;2.102342;2.118904,612.5135527198502,1632.6169364898565,,13.070419311523438,365349068,3452,10,True,nid006822,57786392
PyANNS,graph=nq_splade_R32_L400 ef=4800 budget=0.3,64,0.9915411355735805,1.0,688.3336675350438,1.8891333030187525,0.0,3.567140628991183,3.567141;3.567133;3.578692;3.566220;3.576905,1033.3547592674342,967.7218699886957,,13.108016967773438,365348940,3452,10,True,nid006791,57786390
PyANNS,graph=nq_splade_R32_L400 ef=4800 budget=0.2,64,0.9921494785631518,1.0,688.3336675350438,1.8891333030187525,0.0,3.6123935210052878,3.612394;3.607670;3.608894;3.625004;3.617496,1046.4639400362944,955.5991006869451,,13.108016967773438,365348940,3452,10,True,nid006791,57786390
PyANNS,graph=nq_splade_R32_L400 ef=4800 budget=0.15,64,0.99220741599073,1.0,688.3336675350438,1.8891333030187525,0.0,3.653567332017701,3.640815;3.650151;3.660725;3.653567;3.673572,1058.3914635045485,944.8299938935614,,13.108016967773438,365348940,3452,10,True,nid006791,57786390
PyANNS,graph=nq_splade ef=4800 budget=0.3,64,0.9935110081112398,1.0,2.5963155979989097,1.900672035990283,0.0,3.7581513629993424,3.762078;3.764775;3.757984;3.758151;3.743221,1088.6881121087317,918.5367130197209,,9.657981872558594,365348876,3452,10,True,nid006587,57786388
PyANNS,graph=nq_splade ef=4800 budget=0.2,64,0.9940324449594438,1.0,2.5963155979989097,1.900672035990283,0.0,3.8152364940033294,3.815662;3.802757;3.815236;3.812413;3.818145,1105.224940325414,904.7931905206261,,9.657981872558594,365348876,3452,10,True,nid006587,57786388
PyANNS,graph=nq_splade ef=4800 budget=0.15,64,0.9940614136732329,1.0,2.5963155979989097,1.900672035990283,0.0,3.84525383397704,3.834082;3.828080;3.850185;3.845254;3.847768,1113.9205776295018,897.730071678959,,9.657981872558594,365348876,3452,10,True,nid006587,57786388
PyANNS,graph=nq_splade ef=4800 budget=0.1,64,0.9941483198146003,1.0,2.5963155979989097,1.900672035990283,0.0,3.901981090020854,3.901981;3.897815;3.919279;3.899668;3.913707,1130.3537340732485,884.6788132388286,,9.657981872558594,365348876,3452,10,True,nid006587,57786388
PyANNS,graph=nq_splade ef=4800 budget=0.07,64,0.9941772885283894,1.0,2.5963155979989097,1.900672035990283,0.0,3.9409091100096703,3.946986;3.959849;3.930208;3.940909;3.935627,1141.6306807675753,875.9400188225933,,9.657981872558594,365348876,3452,10,True,nid006587,57786388
